,title,link,source,text,date,language,toxicity
1335,"ΤΟ OG FORTNITE ΕΠΕΣΤΡΕΨΕ ΓΙΑ ΠΑΝΤΑ!! ft. PanosDent, Alekkun, MrAntouon",https://www.youtube.com/watch?v=TXfpYVl_k-U&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,pos se lene na se kano ad,2023-11-08,greeklish,1
1336,"ΤΟ OG FORTNITE ΕΠΕΣΤΡΕΨΕ ΓΙΑ ΠΑΝΤΑ!! ft. PanosDent, Alekkun, MrAntouon",https://www.youtube.com/watch?v=TXfpYVl_k-U&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,poso clickbeit o titlos,2023-11-08,el,1
1337,"ΤΟ OG FORTNITE ΕΠΕΣΤΡΕΨΕ ΓΙΑ ΠΑΝΤΑ!! ft. PanosDent, Alekkun, MrAntouon",https://www.youtube.com/watch?v=TXfpYVl_k-U&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First comment,2023-11-08,el,1
1338,"ΤΟ OG FORTNITE ΕΠΕΣΤΡΕΨΕ ΓΙΑ ΠΑΝΤΑ!! ft. PanosDent, Alekkun, MrAntouon",https://www.youtube.com/watch?v=TXfpYVl_k-U&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First,2023-11-08,el,1
1339,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,PDT project team ,2022-12-29,greeklish,1
1340,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,W1ndz  pote fa exei xana live ??,2022-12-29,greeklish,1
1341,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pote tha kaneis live,2022-12-29,greeklish,1
1342,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,7:34 AFTON TON BOWNESE,2022-12-29,greeklish,1
1343,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pos mporeis na blepeis na plays,2022-12-29,other,1
1344,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Protos,2022-12-29,greeklish,1
1346,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"""/",2023-02-28,el,1
1347,"ΤΟ ΠΙΟ ΣΠΑΣΜΕΝΟ ITEM ΔΕΝ ΕΙΝΑΙ ΑΥΤΟ ΠΟΥ ΝΟΜΙΖΕΙΣ! (Fortnite 4 Greek) ft. PanosDent, Alekkun",https://www.youtube.com/watch?v=5KAkrtjKIHU&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,first,2022-12-29,el,1
1348,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Good old days  they are backk,2023-11-08,en,1
1349,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,The Legend is back ,2023-11-08,en,1
1350,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Hand cannon + shotgun,2023-11-08,el,1
1351,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Excellent video,2023-11-15,greeklish,1
1352,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,very good,2023-11-08,en,1
1353,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ogfortnite= Og content old but gold,2023-11-08,en,1
1354,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Epitelous re tetio videooo kane kiala re se parakalooo,2023-11-08,greeklish,1
1355,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Bro paizo apo xthes stis 2 mexti tora 15.30,2023-11-08,greeklish,1
1356,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,pame ligo,2023-11-08,greeklish,1
1357,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Geiaaaaa,2023-11-08,el,1
1358,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"Kairo to perimena auto video 
TOP",2023-11-08,greeklish,1
1359,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Gianuba come back,2023-11-08,el,1
1362,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,EPITELOUS TA KALHTERA VIDEO EPESTREPSAN,2023-11-08,greeklish,1
1363,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"Ma vgike prin ena lepto kai to videi kratai 8 lepta pte prolavate 
Gamato video",2023-11-08,greeklish,1
1364,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,pame h nostalgia opws palia,2023-11-08,greeklish,1
1365,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Discord raid,2023-11-08,greeklish,1
1366,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"Oi anamnhseis epistrefoun. Epishs, support a creator xamogelasth twra ALLIWS SAS DIAGRAFW TO ACC SAS. ( jk ).",2023-11-08,greeklish,1
1367,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Teliooo,2023-11-08,el,1
1369,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pls kane Minecraft video,2023-11-08,greeklish,1
1370,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Telio,2023-11-08,el,1
1371,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Theloume duo me w1ndz,2023-11-08,greeklish,1
1372,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,UwU,2023-11-08,el,1
1373,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,PAMEEEE,2023-11-08,el,1
1374,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,NAI XRYSO MOU,2023-11-08,greeklish,1
1375,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Protos,2023-11-08,greeklish,1
1376,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Live,2023-11-08,el,1
1377,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Proto sxolio,2023-11-08,el,1
1378,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First,2023-11-08,el,1
1379,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Second,2023-11-08,el,1
1380,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Link apo discord,2023-11-08,greeklish,1
1381,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Gianuba22 tha mou stileis friend request me lena Jonny Kesa,2023-11-08,greeklish,1
1382,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Proto sxolio,2023-11-08,el,1
1383,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Proto sxolio,2023-11-08,el,1
1384,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First,2023-11-08,el,1
1385,Ξεκλείδωσα ΟΛΟ το OG Battle Pass στο Fortnite,https://www.youtube.com/watch?v=jVEaPjYJ4Kg&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First,2023-11-08,el,1
1387,ΜΠΗΚΑΝ ΑΕΡΟΠΛΑΝΑ * SEASON 7 UPDATE * FORTNITE OG !!!,https://www.youtube.com/watch?v=rzCQv1poZ50&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Eime prevveza Kai exi foul aeraaaaaa,2023-11-19,greeklish,1
1390,ΜΠΗΚΑΝ ΑΕΡΟΠΛΑΝΑ * SEASON 7 UPDATE * FORTNITE OG !!!,https://www.youtube.com/watch?v=rzCQv1poZ50&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Eime diamont 1 rank kai 100 level,2023-11-19,greeklish,1
1391,ΜΠΗΚΑΝ ΑΕΡΟΠΛΑΝΑ * SEASON 7 UPDATE * FORTNITE OG !!!,https://www.youtube.com/watch?v=rzCQv1poZ50&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pano Māoris ha paiksis maxi mou Fortnite to name mou pao13—2013  eimai pet subscriber 5 xronia,2023-11-19,greeklish,1
1392,ΜΠΗΚΑΝ ΑΕΡΟΠΛΑΝΑ * SEASON 7 UPDATE * FORTNITE OG !!!,https://www.youtube.com/watch?v=rzCQv1poZ50&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Sup,2023-11-19,el,1
1393,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,10:02 w1ndz auto to damage einai poss ekanes sinolika diladi an ton petixes 3 xit apo 30 tha sou vgali oti ton petixes 90 alla den ine ena sot apo 90 ine 3 x30,2022-12-29,greeklish,1
1394,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Better than by all old seasons,2022-12-29,en,1
1395,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"O windz sto 7:06 SCAR L!!!! SCAR L!!!! SCAR L!!!! 
O windz meta apo 10 deuterolepta To afinw na parw auto edw me ton stoxo einai pio wraio!",2022-12-29,greeklish,1
1396,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,tromero to video ontws fenetai termatismenh season epitelous meta apo polla chapter alla 8eloume kai live molis taktopoihseis to kainourio spiti sta 100%,2022-12-29,greeklish,1
1397,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Fenete kalo to neo chapter 4..dystixos to warzone dn ine auto pu perimena kai nmzo utw se esena arese,2022-12-29,greeklish,1
1398,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Jexases kati dejia ama exei fortosei patas to 7 kai dialegeis ti  augments thes na exeis px h proti sfaira apo to AR na kobei diplo damage,2022-12-29,greeklish,1
1399,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,W1ndz autos me to prasino malli ton lene mydorya kai einai sto anime my hero academia  alla teleio to battle pass einai kalo,2022-12-29,greeklish,1
1400,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,"teleia h season ayth ta janarxisv na paizv fortnite 
hlikrina",2022-12-29,greeklish,1
1401,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Pro,2023-08-29,el,1
1402,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,exei mpei kai h pump,2022-12-29,greeklish,1
1403,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Eisee otii kaluterooo sunexiseee etsi dunamika!!,2022-12-29,greeklish,1
1404,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,exei kai special abilities,2022-12-29,greeklish,1
1405,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Mpike unreal engine 5 ta grafika exun gini tumpano,2022-12-29,greeklish,1
1406,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,To hype einsi alithino,2022-12-29,en,1
1408,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Makari na borousa na epeza kai egw fort fenete telio :/,2022-12-29,greeklish,1
1409,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,𝘱𝘳𝘰𝘮𝘰𝘴𝘮 ,2022-12-29,el,1
1410,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,na kaneis kai video me alekkun,2022-12-29,greeklish,1
1411,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,W chapter,2022-12-29,el,1
1412,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Emena prosopika den mou poluaraese,2022-12-29,greeklish,1
1413,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,se vlepw twra kai mou hr8e eidopoihsh oti mou ebales kardia,2022-12-29,greeklish,1
1414,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,siuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,2022-12-29,el,1
1415,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,deku goku?????,2022-12-29,el,1
1416,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,gt o deku einai sto fortnite?,2022-12-29,greeklish,1
1417,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Bro my hero academy,2022-12-29,en,1
1418,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,TO EXOYNE KANEI GTA RP,2022-12-29,greeklish,1
1419,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Destroy smashhhhhhhhhh,2022-12-29,el,1
1420,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,pata to 7,2022-12-29,en,1
1421,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,PDTTTTTT REEEEEEEEEE,2022-12-29,el,1
1422,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,akous bravo pou ekanes video me to pou mphke h season,2022-12-29,greeklish,1
1423,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,Ontos,2022-12-29,el,1
1424,ΤΟ *ΝΕΟ* CHAPTER 4 ΕΙΝΑΙ ΕΔΩ ΚΑΙ ΦΑΙΝΕΤΑΙ ΑΠΙΘΑΝΟ! (Fortnite Greek),https://www.youtube.com/watch?v=lgEgpivRPxs&pp=ygUOZ3JlZWsgZm9ydG5pdGU%3D,gaming,First,2022-12-29,el,1
